"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL4463563"	""	"None"	"596.70"	"1"	"3.42"	"42"	"C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)CC1"	"IC50"	"'='"	"2.3"	"nM"	"8.64"	""	""	"UO_0000065"	"14.48"	"0.27"	"5.22"	"5.98"	"0"	"CHEMBL4349139"	"Inhibition of recombinant human N-terminal His6-tagged ITK (352 to 617 residues) expressed in baculovirus infected Sf21 insect cells using STK substrate by HTRF assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL4106362"	""
"CHEMBL404939"	""	"None"	"289.67"	"0"	"1.67"	"MEK_Inhibitor_II"	"O=C1C(Cl)=C(N2C(=O)CCC2=O)C(=O)c2ccccc21"	"Residual Activity"	"'='"	"94.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219226"	"Millipore: Percentage of residual kinase activity of ITK at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL605003"	""	"None"	"371.46"	"0"	"2.64"	"SU6656"	"CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2"	"Residual Activity"	"'='"	"22.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219226"	"Millipore: Percentage of residual kinase activity of ITK at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL101683"	""	"None"	"337.81"	"0"	"4.60"	"VEGF_Receptor_Tyrosine_Kinase_Inhibitor_II"	"O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1"	"Residual Activity"	"'='"	"109.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL559147"	"Y-27632"	"None"	"247.34"	"0"	"2.17"	"Y-27632"	"C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1"	"Residual Activity"	"'='"	"106.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL17331"	"PD-169316"	"None"	"360.35"	"0"	"4.85"	"PD-169316"	"O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1"	"Residual Activity"	"'='"	"98.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219226"	"Millipore: Percentage of residual kinase activity of ITK at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL1802727"	""	"None"	"365.39"	"0"	"1.94"	"Indirubin_E804"	"O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO"	"Residual Activity"	"'='"	"24.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL3086331"	""	"None"	"404.50"	"0"	"4.75"	"6h"	"COc1ccc([C@H]2C[C@@H]2C(=O)Nc2nc3ccc(-c4cn[nH]c4C)cc3s2)cc1"	"IC50"	"'>'"	"20000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3088399"	"Inhibition of ITK in human Jurkat cells assessed as inhibition of PLC-gamma1 phosphorylation by immuno-detection assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Jurkat"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3085719"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"CHEMBL3307526"	""
"CHEMBL352222"	""	"None"	"394.17"	"0"	"3.09"	"SB-358518"	"O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1"	"Inhibition"	"'='"	"0.8"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL179583"	""	"None"	"363.80"	"0"	"4.77"	"Chk2_Inhibitor_II"	"NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1"	"Residual Activity"	"'='"	"102.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL274064"	"SB-220025"	"None"	"338.39"	"0"	"2.65"	"SB-220025"	"Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1"	"Residual Activity"	"'='"	"98.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL288064"	""	"None"	"395.23"	"0"	"4.03"	"GSK_3b_Inhibitor_II"	"Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1"	"Residual Activity"	"'='"	"93.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL3824119"	""	"None"	"530.49"	"1"	"2.76"	"8"	"O=C(CNC(=O)c1cccn(Cc2ccc(F)c(F)c2)c1=O)Nc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2"	"Inhibition"	"'='"	"14.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3826408"	"Inhibition of cytosolic GST-tagged full-length recombinant human ITK expressed in baculovirus system at 100 nM by Z-lyte assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3822377"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2016"	"None"	""
"CHEMBL24828"	"VANDETANIB"	"4.0"	"475.36"	"0"	"4.43"	"ZD-6474"	"COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL1063712"	"Binding constant for ITK kinase domain"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150977"	"1"	"Scientific Literature"	"Nat Biotechnol"	"2008"	"None"	""
"CHEMBL281957"	""	"None"	"484.43"	"1"	"6.54"	"43"	"CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL702471"	"Inhibition of IL-2-inducible T-cell kinase (Itk kinase) was measured using DELFIA (dissociation enhanced lanthanide fluoroimmunoassay)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136753"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""
"CHEMBL1909368"	"GW683134A"	"None"	"575.91"	"2"	"7.00"	"GW683134A"	"Cl.O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F"	"Inhibition"	"'='"	"0.22"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1882194"	"GW780056X"	"None"	"373.46"	"0"	"3.77"	"GW780056X"	"CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1"	"Inhibition"	"'='"	"-0.21"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1817868"	""	"None"	"196.21"	"0"	"1.79"	"10"	"c1ccc(-c2cnc3nccnn23)cc1"	"Inhibition"	"'='"	"6.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1819994"	"Inhibition of ITK expressed in Escherichia coli or baculovirus-infected insect cells at 667 uM by TR-FRET assay"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1817560"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""
"CHEMBL518953"	"GSK-1023156A"	"None"	"428.31"	"0"	"4.53"	"GSK1023156A"	"NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br"	"Inhibition"	"'='"	"1.35"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL510587"	""	"None"	"563.68"	"2"	"5.48"	"9f"	"C/C(=C\c1ccccc1)c1ccc(C(=O)/N=c2\[nH]c3cc(N(C)C(=O)c4ccccc4)ccc3n2CCC(N)=O)s1"	"IC50"	"'='"	"3000.0"	"nM"	"5.52"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL942221"	"Antagonist activity at ITK expressed in chicken DT40 B cells assessed as inhibition of calcium flux"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"DT40 B"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1152261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2008"	"None"	""
"CHEMBL385426"	"GW450241X"	"None"	"294.40"	"0"	"3.74"	"GW450241X"	"CCc1cccc(CC)c1/C=C/c1cncc(C(=O)NC)c1"	"Inhibition"	"'='"	"0.83"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL218932"	"GW432441X"	"None"	"339.40"	"0"	"2.95"	"GW432441X"	"CNC(=O)Oc1cc(C)c(/C=C/c2cncc(C(=O)NC)c2)c(C)c1"	"Inhibition"	"'='"	"0.99"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL185962"	""	"None"	"242.24"	"0"	"1.40"	"SB-736302"	"Nc1nonc1-c1nc2cnccc2n1C1CC1"	"Inhibition"	"'='"	"1.67"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL10"	"SB-203580"	"None"	"377.44"	"0"	"4.68"	"SB-203580"	"C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1"	"Residual Activity"	"'='"	"100.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219225"	"Millipore: Percentage of residual kinase activity of ITK at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL480371"	"GW853609X"	"None"	"496.31"	"1"	"5.55"	"GW853609X"	"NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br"	"Inhibition"	"'='"	"1.42"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL2179810"	""	"None"	"499.55"	"0"	"3.49"	"46"	"C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)NCc4ccc(F)cc4)c3)c3c(N)ncnc32)C1"	"IC50"	"'='"	"2460.0"	"nM"	"5.61"	""	""	"UO_0000065"	"11.23"	"0.21"	"2.12"	"4.71"	"0"	"CHEMBL2185029"	"Covalent inhibition of ITK in presence of 1 mM ATP"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2177048"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""
"CHEMBL1909354"	"GW459057A"	"None"	"390.88"	"0"	"4.11"	"GW459057A"	"Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl"	"Inhibition"	"'='"	"0.66"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL4216187"	""	"None"	"502.60"	"1"	"4.79"	"50"	"C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4cnco4)s3)nc3cc(NC)ccc31)C2"	"IC50"	"'='"	"0.72"	"nM"	"9.14"	""	""	"UO_0000065"	"18.19"	"0.35"	"4.35"	"8.68"	"0"	"CHEMBL4199503"	"Inhibition of ITK (unknown origin) using fluorescently labeled peptide as substrate after 3 hrs by microfluidic mobility shift assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4196110"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2018"	"None"	""
"CHEMBL3884319"	""	"None"	"386.45"	"0"	"4.24"	"33"	"CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21"	"IC50"	"'='"	"10000.0"	"nM"	"5.00"	""	""	"UO_0000065"	"12.94"	"0.24"	"0.76"	"6.38"	"0"	"CHEMBL3876105"	"Inhibition of human recombinant full length GST-tagged ITK cytoplasmic domain expressed in baculovirus expression system"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3875183"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""
"CHEMBL1785002"	""	"None"	"472.52"	"0"	"3.89"	"SB-264865"	"NC(=O)Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1"	"Inhibition"	"'='"	"1.33"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962114"	"GSK_PKIS: ITK mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1909389"	"GW574782A"	"None"	"633.09"	"2"	"6.37"	"GW574782A"	"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(C(F)(F)F)c4)c3c2)o1.Cl"	"Inhibition"	"'='"	"2.16"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL3263037"	""	"None"	"408.43"	"0"	"3.32"	"12"	"N#Cc1cccc(Cn2cc(NC(=O)c3n[nH]c4cc(-c5cc[nH]n5)ccc34)cn2)c1"	"Ki"	"'='"	"7.8"	"nM"	"8.11"	""	""	"UO_0000065"	"19.85"	"0.36"	"4.79"	"6.33"	"0"	"CHEMBL3267591"	"Inhibition of full-length ITK (unknown origin) using biotin-EQEDEPEGIYGVLF-NH2 as substrate by plate reader analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3259776"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"None"	""
"CHEMBL1991725"	""	"None"	"479.58"	"0"	"4.45"	"SID103904474"	"CN(C)CC(=O)NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12"	"Ki"	"'>'"	"1584.89"	"nM"	""	""	"inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1963747"	"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ITK"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1201862"	"7"	"PubChem BioAssays"	""	""	"None"	""
"CHEMBL1909395"	"GW633459A"	"None"	"679.60"	"2"	"7.57"	"GW633459A"	"Cl.O=S(=O)(CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1"	"Inhibition"	"'='"	"2.79"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1962115"	"GSK_PKIS: ITK mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL2441281"	""	"None"	"479.51"	"1"	"5.76"	"3b"	"O[C@H]1CC[C@H](Nc2nc(Nc3cc4ccccc4cn3)cc(C(F)(F)c3ccc(F)cc3)n2)CC1"	"Ki"	"'='"	"6.31"	"nM"	"8.20"	""	""	"UO_0000065"	"17.10"	"0.32"	"2.44"	"9.88"	"0"	"CHEMBL2446687"	"Inhibition of recombinant human FLAG-tagged ITK using biotinylated GST-SAM68 as substrate after 30 mins"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2440060"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2013"	"None"	""
